2  17.7464	4.171910e-01	3.168048e-01	1.138061e-02	4.766771e+01	
6  4.39509	5.551551e-01	3.154202e-01	8.099608e-03	4.058850e+01	
1  1.22725	2.551027e-01	3.298672e-01	9.064293e-03	3.990466e+01	
1  1.10867	1.584846e-01	3.290263e-01	8.932113e-03	3.033534e+01	
2  1.96278	7.055503e-01	3.289514e-01	6.081656e-03	4.636905e+01	
1  1.20469	2.525069e-01	3.299094e-01	5.880191e-03	4.673673e+01	
4  1.68996	4.525501e-01	3.322709e-01	7.167462e-03	4.130508e+01	
8  2.38703	1.783379e-01	3.036299e-01	3.364151e-03	3.188480e+01	
1  2.73495	5.342801e-01	3.274523e-01	2.697821e-03	3.788880e+01	
7  2.48158	1.119800e-01	3.279220e-01	6.794960e-03	1.872093e+01	
1  2.39682	4.410199e-01	3.023894e-01	6.310378e-03	2.303155e+01	
2  5.10434	8.015762e-01	2.993378e-01	1.383813e-03	2.554863e+01	
1  3.85996	6.511782e-01	3.152037e-01	1.087288e-03	4.231753e+01	
1  3.75952	5.070558e-01	3.209383e-01	1.258703e-03	3.891767e+01	
7  4.03861	3.513056e-01	3.174591e-01	1.091767e-03	3.325713e+01	
13  1.68831	9.878217e-02	3.255434e-01	3.953679e-03	3.706099e+01	
1  1.8555	5.799716e-01	3.341204e-01	5.756990e-03	3.873472e+01	
1  3.32759	7.875057e-01	3.424154e-01	4.947953e-03	4.228929e+01	
1  1.90992	1.127508e+00	3.253992e-01	4.297897e-03	4.687893e+01	
5  2.15414	1.155072e+00	3.066084e-01	3.999436e-03	5.180017e+01	
3  1.20804	6.289070e-01	3.104569e-01	5.947896e-03	3.437868e+01	
4  0.72856	1.590617e-01	3.299122e-01	7.178464e-03	3.799712e+01	
2  1.70488	1.105487e-01	3.248079e-01	5.372376e-03	2.558121e+01	
5  2.3783	4.746923e-02	2.943187e-01	6.530227e-03	2.501985e+01	
2  2.84182	4.875665e-01	2.974052e-01	5.951559e-03	2.321527e+01	
2  2.36319	2.856550e-01	2.931303e-01	5.985878e-03	2.781067e+01	
3  3.89907	4.669709e-01	3.027747e-01	7.789747e-03	2.779156e+01	
2  4.31413	4.344842e-01	2.953086e-01	9.183651e-03	4.295477e+01	
3  0.439882	2.110356e-01	3.121211e-01	7.134026e-03	4.925931e+01	
1  0.223068	2.072935e-01	3.080096e-01	7.322963e-03	3.716357e+01	
11  1.32872	1.015501e-01	3.011302e-01	5.377678e-03	3.307594e+01	
10  1.73323	1.830765e-02	2.939423e-01	6.116264e-03	3.455284e+01	
3  1.48567	2.941535e-01	3.011507e-01	5.033925e-03	3.280215e+01	
3  5.16312	3.880405e-01	2.921607e-01	1.470606e-03	4.685829e+01	
2  9.7049	9.092312e-01	2.792722e-01	2.187259e-04	5.608755e+01	
1  4.69582	4.914850e-01	2.802960e-01	5.045552e-03	5.022854e+01	
1  4.15181	8.161939e-01	2.959660e-01	2.622703e-03	5.355342e+01	
5  4.97998	8.820319e-01	2.928482e-01	5.274292e-03	6.586229e+01	
2  1.17927	2.619986e-01	2.999845e-01	6.845321e-03	4.985819e+01	
3  1.46148	5.623498e-01	3.077304e-01	4.129489e-03	3.497307e+01	
4  3.06186	1.095509e+00	3.063485e-01	4.680321e-03	6.040662e+01	
4  3.47299	1.605169e+00	3.034639e-01	2.984757e-03	5.598308e+01	
1  4.30778	1.808890e+00	3.053635e-01	9.443510e-04	3.702769e+01	
2  3.61824	1.462679e+00	3.219183e-01	4.376797e-03	3.401444e+01	
1  3.57749	1.138662e+00	3.365433e-01	2.788089e-03	4.273375e+01	
3  3.03943	1.246227e+00	3.333300e-01	3.171934e-03	4.626807e+01	
3  2.06375	8.562480e-01	3.312291e-01	4.530372e-03	4.664134e+01	
3  4.8097	8.383006e-01	2.996663e-01	8.797961e-04	4.324057e+01	
1  1.45807	5.485437e-01	3.223922e-01	6.876330e-03	5.154293e+01	
2  1.92301	3.450567e-01	3.280677e-01	7.471084e-03	5.754757e+01	
1  2.05307	6.711001e-01	3.148681e-01	6.869544e-03	5.070279e+01	
6  1.8888	4.219774e-01	3.070484e-01	5.542936e-03	5.714252e+01	
14  1.88309	1.166083e-01	2.987202e-01	7.989943e-03	5.627881e+01	
1  1.63534	2.578846e-01	2.973640e-01	5.128624e-03	4.355057e+01	
1  1.51983	4.675612e-02	3.173402e-01	4.874687e-03	5.308561e+01	
3  1.92287	2.777341e-01	3.102610e-01	3.545438e-03	4.789792e+01	
1  2.37151	4.342815e-01	3.358952e-01	7.646267e-03	4.444057e+01	
8  0.889647	6.370955e-01	3.160055e-01	4.791098e-03	4.164954e+01	
12  0.412778	3.091475e-01	3.212890e-01	7.633906e-03	3.693808e+01	
5  3.4569	1.064031e+00	3.367461e-01	3.896695e-03	5.246470e+01	
4  3.66409	1.266527e+00	3.308810e-01	4.367519e-03	5.893392e+01	
6  6.46692	1.649587e+00	3.149494e-01	2.178055e-03	7.012986e+01	
9  3.05567	1.955875e+00	3.173197e-01	1.950992e-03	4.518372e+01	
1  2.88254	1.913996e+00	3.211491e-01	3.135243e-03	3.030561e+01	
1  4.67999	1.707949e+00	3.293270e-01	1.401007e-03	2.814956e+01	
7  2.54814	1.356510e+00	3.233395e-01	4.394140e-03	3.880343e+01	
3  2.41153	1.310909e+00	3.087060e-01	4.223347e-03	5.453642e+01	
2  2.48723	1.354040e+00	3.156896e-01	4.666268e-03	4.314610e+01	
1  2.54995	4.381416e-01	3.340185e-01	7.822239e-03	5.228919e+01	
4  1.86744	1.419567e-01	3.208801e-01	1.004374e-02	5.850955e+01	
6  1.99775	8.050438e-02	3.106943e-01	1.257212e-02	4.794123e+01	
5  2.20855	7.927762e-02	2.895321e-01	9.638553e-03	3.578281e+01	
1  2.3971	2.365311e-01	2.880756e-01	8.391740e-03	3.442036e+01	
1  1.56872	1.714772e-01	2.939435e-01	6.584076e-03	4.477162e+01	
5  1.79938	1.361856e-01	2.939007e-01	6.151734e-03	3.298493e+01	
1  2.06535	6.178068e-02	2.926407e-01	5.326545e-03	3.965185e+01	
4  1.36758	3.008993e-01	2.970192e-01	5.897476e-03	3.638630e+01	
2  0.365748	1.008714e-01	3.256098e-01	8.104642e-03	4.267243e+01	
2  0.669252	1.108832e-01	3.300078e-01	7.857734e-03	3.996465e+01	
6  2.20714	5.826479e-01	3.149336e-01	4.969944e-03	2.275298e+01	
2  3.6918	5.543204e-01	2.953778e-01	2.802185e-03	3.036045e+01	
1  2.90916	5.216289e-01	3.001547e-01	2.888763e-03	3.378945e+01	
3  2.46071	6.890132e-01	3.061823e-01	3.382087e-03	2.873456e+01	
2  2.33085	5.362236e-01	3.134203e-01	3.498785e-03	2.696278e+01	
3  0.568105	3.000616e-01	3.171613e-01	6.647578e-03	4.975948e+01	
10  0.936024	4.348784e-01	3.094220e-01	5.027839e-03	3.447898e+01	
2  0.057129	2.309891e-01	3.151879e-01	7.476055e-03	3.874502e+01	
10  0.653105	3.346493e-01	3.109728e-01	8.022469e-03	4.929125e+01	
29  1.0817	2.832302e-02	3.068899e-01	8.657879e-03	5.424678e+01	
2  0.637401	2.296470e-01	3.160267e-01	7.529341e-03	5.211758e+01	
12  0.19873	7.057139e-02	3.087335e-01	8.965480e-03	4.083536e+01	
3  0.703141	3.791072e-01	3.082691e-01	6.204042e-03	4.829632e+01	
2  1.07237	8.197782e-01	3.114792e-01	4.905350e-03	4.340297e+01	
3  3.33238	6.721269e-01	2.991379e-01	4.387941e-03	2.146812e+01	
2  3.55102	4.836284e-01	2.840056e-01	6.525188e-03	3.311333e+01	
1  1.8283	4.580357e-01	2.948292e-01	7.187618e-03	3.818454e+01	
7  1.07986	2.997265e-01	3.306981e-01	8.040199e-03	3.928897e+01	
19  0.648334	4.301896e-01	3.224516e-01	6.085023e-03	4.527753e+01	
1  2.56065	1.087612e+00	3.089426e-01	2.469033e-03	3.925449e+01	
1  1.54562	1.006782e+00	3.098330e-01	4.700724e-03	3.715346e+01	
2  1.40482	9.381825e-01	3.143928e-01	4.941316e-03	4.826826e+01	
7  2.46388	1.151664e+00	2.966916e-01	3.932792e-03	4.343989e+01	
5  2.03259	5.840230e-01	3.014905e-01	5.943146e-03	5.579889e+01	
5  1.89729	4.454011e-01	2.976598e-01	7.536539e-03	5.211319e+01	
1  2.72737	2.978698e-01	2.913778e-01	6.613986e-03	5.491776e+01	
8  1.42925	1.026782e-01	2.984313e-01	5.715555e-03	4.674334e+01	
6  2.64877	7.349834e-01	2.998231e-01	6.353279e-03	5.584981e+01	
2  2.11219	9.334968e-01	3.281690e-01	4.349772e-03	5.009309e+01	
12  1.5241	2.296743e-01	3.246733e-01	6.400811e-03	5.588417e+01	
1  0.932536	4.150204e-01	3.083827e-01	5.556784e-03	4.874796e+01	
2  1.13791	7.214196e-01	3.095930e-01	5.640710e-03	4.773095e+01	
5  1.23968	4.890757e-01	3.267792e-01	5.931146e-03	3.296989e+01	
6  2.63557	9.979148e-01	3.273242e-01	5.248346e-03	4.003162e+01	
3  2.54957	1.427433e+00	3.253383e-01	3.370090e-03	5.048486e+01	
1  5.34465	1.178186e+00	3.307224e-01	5.647504e-03	5.328591e+01	
5  3.49845	4.060935e-01	3.253158e-01	3.958431e-03	6.128013e+01	
5  2.28793	4.089493e-01	3.099935e-01	5.374264e-03	6.005098e+01	
1  1.15151	6.002168e-01	3.075930e-01	5.966246e-03	5.037133e+01	
2  1.29385	5.623628e-01	3.167213e-01	5.326449e-03	5.273417e+01	
2  1.93982	5.598453e-02	3.313750e-01	6.747839e-03	5.561929e+01	
6  1.29818	4.061512e-01	3.297760e-01	7.485421e-03	4.427341e+01	
10  0.558816	2.502197e-01	3.270925e-01	7.308223e-03	4.371576e+01	
2  0.955468	4.843573e-01	3.173197e-01	4.645557e-03	3.717111e+01	
3  1.78729	5.176477e-01	3.108050e-01	5.088867e-03	2.496957e+01	
2  2.68223	3.295207e-01	3.107679e-01	7.406850e-03	1.985991e+01	
5  2.27989	4.842569e-01	3.297164e-01	5.834395e-03	2.581936e+01	
2  1.77546	4.547964e-01	3.209244e-01	4.889450e-03	2.560035e+01	
1  2.07036	2.078833e-01	3.103534e-01	3.714033e-03	2.871604e+01	
10  1.70084	9.764078e-02	3.225580e-01	5.325111e-03	2.484317e+01	
5  1.35321	4.815168e-01	3.194989e-01	6.348685e-03	5.516739e+01	
10  3.89675	2.588682e-01	3.238525e-01	9.645647e-03	6.786757e+01	
3  2.30471	5.309909e-01	3.214484e-01	5.097807e-03	5.903275e+01	
2  2.08343	1.134011e+00	3.215261e-01	4.851347e-03	4.211552e+01	
1  2.49046	1.392791e+00	3.194166e-01	3.626543e-03	2.950667e+01	
9  4.76558	1.493177e+00	3.157798e-01	1.363369e-03	2.274526e+01	
2  3.99527	1.373384e+00	3.420690e-01	3.424177e-03	4.043908e+01	
3  3.10663	1.653389e+00	3.095484e-01	1.966761e-03	3.496938e+01	
10  2.96618	2.392353e+00	3.055614e-01	2.359967e-03	3.469159e+01	
1  3.99142	2.637573e+00	3.021886e-01	1.402643e-03	3.793264e+01	
2  3.12543	2.339354e+00	3.074842e-01	3.551168e-03	4.873337e+01	
4  3.15852	2.485356e+00	3.291461e-01	2.411402e-03	4.054492e+01	
2  6.16338	2.940191e+00	2.983764e-01	9.332224e-05	3.107008e+01	
5  6.79151	2.921275e+00	2.870155e-01	6.000515e-04	3.562193e+01	
3  3.09737	2.546716e+00	3.027518e-01	2.645545e-03	3.403179e+01	
2  3.22593	1.660578e+00	3.325119e-01	3.580653e-03	3.592574e+01	
1  3.49514	1.729295e+00	3.201259e-01	2.130085e-03	5.263102e+01	
5  3.55231	2.135823e+00	3.139602e-01	2.791164e-03	5.800228e+01	
4  3.79008	1.622005e+00	3.220951e-01	1.428409e-03	4.650881e+01	
8  2.41087	9.993497e-01	3.241761e-01	3.200477e-03	3.140418e+01	
4  0.923228	5.575213e-01	3.052837e-01	5.692413e-03	3.731064e+01	
2  1.14975	4.717209e-01	3.017772e-01	5.232631e-03	4.077404e+01	
7  1.09389	1.544483e-01	3.031721e-01	6.985722e-03	5.199715e+01	
4  1.71099	2.811757e-02	3.128695e-01	4.476961e-03	5.291904e+01	
13  0.310247	2.409662e-01	3.191711e-01	6.510593e-03	4.439024e+01	
2  0.441882	1.217379e-01	3.234936e-01	9.616564e-03	4.158295e+01	
6  1.09421	1.800288e-01	3.199279e-01	7.085873e-03	2.488445e+01	
3  5.09904	9.264380e-02	3.308892e-01	5.154625e-03	1.008335e+01	
8  4.42965	6.138156e-02	3.279394e-01	5.240673e-03	1.167970e+01	
3  5.36662	4.892645e-01	3.235706e-01	4.088456e-03	9.718577e+00	
6  4.21421	4.898900e-01	3.481751e-01	6.261773e-03	3.437453e+01	
1  1.19777	7.576804e-02	3.282592e-01	8.398171e-03	2.733474e+01	
2  2.69881	3.295603e-02	3.348122e-01	4.752677e-03	2.717914e+01	
10  2.70569	1.794034e-02	3.150625e-01	1.369942e-02	3.515870e+01	
14  2.72159	1.360103e-01	3.013874e-01	1.179876e-02	2.819308e+01	
9  2.42893	1.698360e-01	3.377924e-01	6.565609e-03	5.324956e+01	
12  2.40957	4.762035e-01	3.281852e-01	3.810025e-03	5.086593e+01	
1  2.37727	2.534663e-01	3.407299e-01	6.369237e-03	4.700496e+01	
4  0.997165	4.951743e-02	3.145216e-01	5.282453e-03	4.973084e+01	
5  0.869233	9.312722e-02	3.130847e-01	6.014811e-03	2.863357e+01	
7  1.02456	2.831581e-01	3.216857e-01	4.673133e-03	4.094179e+01	
1  2.05442	2.663744e-01	3.208745e-01	4.593919e-03	5.569085e+01	
1  0.539113	8.013313e-02	3.256619e-01	6.574759e-03	3.728658e+01	
9  1.03435	2.161007e-01	3.157269e-01	9.904365e-03	3.409802e+01	
5  2.19976	3.224608e-01	2.946471e-01	8.294488e-03	3.129754e+01	
2  1.50589	1.193696e-01	3.254315e-01	6.301052e-03	2.483954e+01	
1  0.954394	2.829305e-01	3.315674e-01	7.432617e-03	3.958187e+01	
2  1.97724	1.300677e-01	3.257206e-01	1.199053e-02	3.677039e+01	
8  0.945226	8.079648e-02	3.297065e-01	9.870377e-03	3.751696e+01	
2  2.71945	8.871373e-02	3.293510e-01	9.735128e-03	1.886773e+01	
4  2.5055	1.225022e-01	3.348114e-01	1.047324e-02	2.695625e+01	
6  2.45635	3.065093e-02	3.233056e-01	1.306588e-02	4.682804e+01	
5  1.61923	3.051812e-01	3.171543e-01	9.700168e-03	4.743590e+01	
10  1.49555	1.130236e-03	3.047667e-01	1.130088e-02	3.149305e+01	
1  1.02642	1.209719e-01	3.225359e-01	1.112570e-02	4.142232e+01	
2  2.30738	4.860357e-01	3.382134e-01	6.536053e-03	3.926044e+01	
9  1.36439	7.940782e-01	3.239634e-01	4.630918e-03	4.501424e+01	
6  0.936735	4.723230e-01	3.074824e-01	5.736433e-03	3.250233e+01	
2  1.0991	5.745539e-01	3.133388e-01	6.261828e-03	3.471787e+01	
1  2.7301	7.352541e-02	3.441617e-01	6.988872e-03	3.452691e+01	
6  1.674	5.997059e-01	3.290750e-01	5.135552e-03	4.944153e+01	
13  1.12817	7.764779e-01	3.159663e-01	4.889283e-03	4.713627e+01	
3  1.76872	5.717093e-01	3.132442e-01	4.999297e-03	5.574370e+01	
6  1.78293	1.041481e-01	2.942156e-01	7.247213e-03	5.045685e+01	
1  1.89757	2.943622e-01	3.375545e-01	7.436438e-03	3.423197e+01	
11  0.932146	3.435015e-01	3.293534e-01	7.481657e-03	4.300242e+01	
1  2.9532	3.891407e-01	3.375512e-01	3.774883e-03	4.197697e+01	
5  3.48904	5.389496e-01	3.418335e-01	3.995784e-03	3.576135e+01	
3  3.70656	5.468959e-01	3.385556e-01	3.152894e-03	4.660101e+01	
