   0.2705986E+00   0.3888252E-02
   0.2713938E+00   0.4614178E-02
   0.2721891E+00   0.5495313E-02
   0.2729843E+00   0.6556208E-02
   0.2737795E+00   0.7833111E-02
   0.2745748E+00   0.9380574E-02
   0.2753700E+00   0.1123740E-01
   0.2761652E+00   0.1332086E-01
   0.2769605E+00   0.1572954E-01
   0.2777557E+00   0.1859145E-01
   0.2785510E+00   0.2193542E-01
   0.2793462E+00   0.2600354E-01
   0.2801414E+00   0.3073818E-01
   0.2809367E+00   0.3635711E-01
   0.2817319E+00   0.4298673E-01
   0.2825271E+00   0.5066286E-01
   0.2833224E+00   0.5965258E-01
   0.2841176E+00   0.6980155E-01
   0.2849128E+00   0.8095769E-01
   0.2857081E+00   0.9324339E-01
   0.2865033E+00   0.1066562E+00
   0.2872986E+00   0.1209047E+00
   0.2880938E+00   0.1361586E+00
   0.2888890E+00   0.1526829E+00
   0.2896843E+00   0.1704045E+00
   0.2904795E+00   0.1894378E+00
   0.2912747E+00   0.2099247E+00
   0.2920700E+00   0.2320194E+00
   0.2928652E+00   0.2558308E+00
   0.2936605E+00   0.2812159E+00
   0.2944557E+00   0.3083730E+00
   0.2952509E+00   0.3371149E+00
   0.2960462E+00   0.3674066E+00
   0.2968414E+00   0.3989377E+00
   0.2976366E+00   0.4319386E+00
   0.2984319E+00   0.4665088E+00
   0.2992271E+00   0.5026333E+00
   0.3000223E+00   0.5401621E+00
   0.3008176E+00   0.5784339E+00
   0.3016128E+00   0.6174687E+00
   0.3024081E+00   0.6557874E+00
   0.3032033E+00   0.6930487E+00
   0.3039985E+00   0.7284383E+00
   0.3047938E+00   0.7618081E+00
   0.3055890E+00   0.7932553E+00
   0.3063842E+00   0.8229867E+00
   0.3071795E+00   0.8510666E+00
   0.3079747E+00   0.8778614E+00
   0.3087700E+00   0.9027444E+00
   0.3095652E+00   0.9256417E+00
   0.3103604E+00   0.9460584E+00
   0.3111557E+00   0.9629474E+00
   0.3119509E+00   0.9765851E+00
   0.3127461E+00   0.9870986E+00
   0.3135414E+00   0.9942951E+00
   0.3143366E+00   0.9988337E+00
   0.3151318E+00   0.9999170E+00
   0.3159271E+00   0.9983680E+00
   0.3167223E+00   0.9923228E+00
   0.3175176E+00   0.9823217E+00
   0.3183128E+00   0.9674678E+00
   0.3191080E+00   0.9485427E+00
   0.3199033E+00   0.9267288E+00
   0.3206985E+00   0.9016649E+00
   0.3214937E+00   0.8741597E+00
   0.3222890E+00   0.8446847E+00
   0.3230842E+00   0.8127895E+00
   0.3238795E+00   0.7794713E+00
   0.3246747E+00   0.7451422E+00
   0.3254699E+00   0.7094797E+00
   0.3262652E+00   0.6729155E+00
   0.3270604E+00   0.6358761E+00
   0.3278556E+00   0.5982988E+00
   0.3286509E+00   0.5611279E+00
   0.3294461E+00   0.5246040E+00
   0.3302413E+00   0.4892588E+00
   0.3310366E+00   0.4551945E+00
   0.3318318E+00   0.4229459E+00
   0.3326271E+00   0.3915809E+00
   0.3334223E+00   0.3612189E+00
   0.3342175E+00   0.3313361E+00
   0.3350128E+00   0.3022983E+00
   0.3358080E+00   0.2740713E+00
   0.3366032E+00   0.2472875E+00
   0.3373985E+00   0.2222785E+00
   0.3381937E+00   0.1994461E+00
   0.3389890E+00   0.1782791E+00
   0.3397842E+00   0.1589886E+00
   0.3405794E+00   0.1411480E+00
   0.3413747E+00   0.1248137E+00
   0.3421699E+00   0.1097408E+00
   0.3429651E+00   0.9595630E-01
   0.3437604E+00   0.8344066E-01
   0.3445556E+00   0.7244607E-01
   0.3453509E+00   0.6278607E-01
   0.3461461E+00   0.5445226E-01
   0.3469413E+00   0.4720864E-01
   0.3477366E+00   0.4076210E-01
   0.3485318E+00   0.3510436E-01
   0.3493270E+00   0.3017547E-01
   0.3501223E+00   0.2592659E-01
   0.3509175E+00   0.2215745E-01
   0.3517127E+00   0.1883665E-01
   0.3525080E+00   0.1588536E-01
   0.3533032E+00   0.1331563E-01
   0.3540985E+00   0.1099752E-01
   0.3548937E+00   0.9004036E-02
   0.3556889E+00   0.7320781E-02
   0.3564842E+00   0.5945713E-02
   0.3572794E+00   0.4857647E-02
   0.3580746E+00   0.4023946E-02
   0.3588699E+00   0.3360322E-02
